CustomerKey,GeographyKey,Name,BirthDate,MaritalStatus,Gender,EmailAddress,NumberChildrenAtHome,AddressLine1,DateFirstPurchase,CommuteDistance,Currency,Income
19970,27,Tanya Jimenez,8/05/1978,S,F,tanya1@adventure-works.com,5,6793 Almond Street,19/10/2011,0-1,USD,130000
19971,6,Jeffery Lu,1/01/1977,S,M,jeffery12@adventure-works.com,5,9644 55th St.,28/10/2011,10+,USD,100000
19972,33,Lindsay Chander,13/11/1982,M,F,lindsay16@adventure-works.com,5,4463 Temple Court,30/07/2013,10+,USD,100000
19973,16,Colin Zhu,11/10/1981,M,M,colin15@adventure-works.com,0,3788 Bahia Vista Court,25/03/2013,10+,USD,90000
19974,18,George Fernandez,10/02/1976,M,M,george22@adventure-works.com,5,4363 Galindo Street,19/10/2011,10+,USD,100000
19975,25,Brittney Zhang,15/03/1976,S,F,brittney0@adventure-works.com,5,6514 Morello Ave.,9/10/2011,10+,USD,100000
19976,22,Tamara Sun,5/10/1975,M,F,tamara2@adventure-works.com,5,8333 Polk Street,26/05/2013,10+,USD,110000
19977,29,Kristine Gill,8/04/1976,S,F,kristine14@adventure-works.com,5,1833 Worth Ct,24/10/2011,10+,USD,120000
19978,39,Marshall Yuan,25/10/1976,M,M,marshall28@adventure-works.com,5,8577 Dies Dorados,18/10/2011,10+,USD,110000
19979,36,Janet Browning,22/06/1977,M,F,janet21@adventure-works.com,5,209 Richland Dr.,20/10/2011,10+,USD,120000
19980,623,Alexandra Carter,31/01/1970,M,F,alexandra52@adventure-works.com,5,"4212, rue Saint-Lazare",16/01/2014,2-5,USD,90000
19981,315,Kelly Russell,15/09/1977,M,F,kelly24@adventure-works.com,0,319 Revision Dr,4/04/2013,0-1,USD,60000
19982,338,Charles Cox,21/07/1977,S,M,charles59@adventure-works.com,0,4480 Las Trampas Road,11/11/2013,2-5,USD,70000
19983,298,Michael Martinez,17/11/1975,M,M,michael49@adventure-works.com,1,6202 Seeno St.,22/04/2013,2-5,USD,50000
19984,316,Sara Morris,5/12/1975,M,F,sara20@adventure-works.com,1,4365 Brook Way,26/04/2013,2-5,USD,50000
19985,611,Tamara Ma,24/03/1975,S,F,tamara5@adventure-works.com,2,515 Wiget Lane,8/04/2013,2-5,USD,50000
19986,310,Jamie Huang,9/07/1980,S,F,jamie8@adventure-works.com,2,312 Via Del Verdes,2/04/2013,2-5,USD,50000
19987,55,Taylor Moore,15/01/1977,S,F,taylor55@adventure-works.com,0,9117 Jacqueline Way,6/07/2011,2-5,USD,60000
19988,66,Jordan Long,6/04/1982,M,M,jordan6@adventure-works.com,0,3733 Water Street,6/08/2011,2-5,USD,60000
19989,68,Ethan Thompson,9/01/1982,M,M,ethan49@adventure-works.com,0,8452 Green Street,22/08/2011,2-5,USD,60000
19990,301,Peter Rai,4/02/1977,M,M,peter22@adventure-works.com,0,8680 Newell Ave.,11/11/2013,0-1,USD,70000
19991,307,Jacob Thomas,14/10/1982,M,M,jacob10@adventure-works.com,0,1792 Belmont Rd.,15/11/2013,0-1,USD,70000
19992,345,Stephanie Hill,30/11/1976,M,F,stephanie66@adventure-works.com,0,6309 Poplar Avenue,22/11/2013,0-1,USD,70000
19993,623,Nathan Russell,20/05/1975,M,M,nathan16@adventure-works.com,0,4975 Black Pine Lane,6/04/2013,0-1,USD,60000
19994,347,Madeline King,19/10/1979,S,F,madeline17@adventure-works.com,2,1087 Knollview Court,1/11/2013,2-5,USD,70000
19995,355,Jordyn Gonzales,7/10/1973,M,F,jordyn16@adventure-works.com,2,2943 Hilton Way,21/11/2013,2-5,USD,70000
19996,612,Grant She,10/05/1979,S,M,grant2@adventure-works.com,2,5234 Martindale,17/09/2013,0-1,USD,70000
19997,49,Beth Gill,4/12/1973,M,F,beth16@adventure-works.com,2,9326 Mayda Way,12/08/2011,0-1,USD,70000
19998,310,Laura Liu,1/10/1978,S,F,laura11@adventure-works.com,5,5840 Delta Fair Blvd.,4/04/2013,10+,USD,40000
19999,331,Danielle Brooks,15/07/1972,S,F,danielle4@adventure-works.com,0,71 Tobi Drive,1/04/2013,2-5,USD,40000
20000,50,Elijah Diaz,19/10/1981,M,M,elijah23@adventure-works.com,0,3128 Morgan Territory Rd,19/09/2011,0-1,USD,60000
20001,627,Jordan Hill,5/07/1975,S,F,jordan41@adventure-works.com,0,404 Marita Drive,24/04/2013,2-5,USD,60000
20002,299,Elizabeth White,3/11/1975,M,F,elizabeth16@adventure-works.com,0,5243 Brown St.,9/12/2013,0-1,USD,70000
20003,300,Dalton Gonzalez,19/12/1975,S,M,dalton33@adventure-works.com,0,4028 Rosina Court,15/12/2013,2-5,USD,70000
20004,311,Kaitlin Perez,6/05/1976,M,F,kaitlin20@adventure-works.com,0,712 Sweetwater Drive,10/12/2013,0-1,USD,70000
20005,315,Kevin Zhang,14/04/1973,S,M,kevin26@adventure-works.com,2,3592 Ambush Dr.,16/05/2013,2-5,USD,50000
20006,553,Grace Morris,4/01/1973,S,F,grace27@adventure-works.com,2,8122 Cincerto Circle,29/05/2013,2-5,USD,50000
20007,71,Ashley Alexander,2/03/1973,S,F,ashley46@adventure-works.com,2,5884 Maureen Circle,9/10/2011,0-1,USD,50000
20008,343,Jack Foster,30/08/1977,M,M,jack16@adventure-works.com,0,9677 Elkwood Dr,17/10/2013,2-5,USD,60000
20009,383,Noah Walker,31/01/1972,S,M,noah70@adventure-works.com,0,3111 First Ave.,7/05/2013,2-5,USD,60000
20010,359,Jackson Carter,11/06/1983,M,M,jackson40@adventure-works.com,0,1233 Wesley Ct.,23/09/2013,2-5,USD,70000
20011,542,Eduardo Sanders,30/08/1971,M,M,eduardo70@adventure-works.com,0,8162 Olympic Dr.,23/12/2013,2-5,USD,70000
20012,298,Jessica Robinson,8/10/1977,M,F,jessica66@adventure-works.com,0,359 Shepberry Court,8/12/2013,2-5,USD,70000
20013,539,Jocelyn Hughes,31/08/1974,S,F,jocelyn12@adventure-works.com,0,5593 Falcon Place,23/12/2013,2-5,USD,70000
20014,307,Anne Blanco,3/03/1980,M,F,anne17@adventure-works.com,5,8192 Pine Creek Way,28/03/2013,0-1,USD,70000
20015,334,Jenna King,20/05/1975,M,F,jenna18@adventure-works.com,0,8055 Shadow Falls Drive,15/12/2013,0-1,USD,80000
20016,552,Katherine Kelly,1/02/1971,S,F,katherine23@adventure-works.com,0,1747 Corte Segundo,11/08/2013,2-5,USD,40000
20017,322,Anna Sanders,11/10/1976,S,F,anna24@adventure-works.com,0,4191 Yosemite Dr,25/12/2013,2-5,USD,40000
20018,635,Lauren Gray,13/08/1970,M,F,lauren16@adventure-works.com,3,1285 Greenbrier Street,15/06/2013,0-1,USD,80000
20019,626,Brittany Diaz,20/04/1971,M,F,brittany20@adventure-works.com,3,2973 Tanager Road,4/09/2013,2-5,USD,80000
20020,338,Jacqueline Foster,30/09/1970,S,F,jacqueline17@adventure-works.com,3,1859 St. George Dr,4/10/2013,0-1,USD,80000
20021,50,Alexander Jones,24/06/1976,M,M,alexander5@adventure-works.com,4,5805 Nob Hill Drive,19/12/2013,2-5,USD,80000
20022,310,Arthur Perry,20/12/1970,M,F,arthur1@adventure-works.com,4,8042 Placer Dr.,7/10/2013,2-5,USD,50000
20023,68,Edward Hughes,22/12/1970,S,M,edward60@adventure-works.com,0,1120 Jeff Ct.,11/11/2011,2-5,USD,60000
20024,335,Fernando Miller,10/05/1970,S,M,fernando6@adventure-works.com,0,9736 Montana,30/04/2013,2-5,USD,40000
20025,616,Bryce Bell,19/09/1975,S,M,bryce13@adventure-works.com,0,475 Grant St.,10/11/2013,2-5,USD,40000
20026,648,Jasmine Richardson,21/01/1970,S,F,jasmine29@adventure-works.com,0,8929 Dayton Court,20/05/2013,0-1,USD,40000
20027,325,Danielle Murphy,16/06/1970,M,F,danielle17@adventure-works.com,5,8766 Arthur Rd,2/11/2013,10+,USD,60000
20028,355,Angela Flores,6/05/1970,S,F,angela15@adventure-works.com,5,"976, rue de Terre Neuve",28/05/2013,5-10,USD,60000
20029,338,Jan Evans,23/04/1970,M,F,jan10@adventure-works.com,2,7787 Olive St.,4/05/2013,2-5,USD,60000
20030,302,Alexander Harris,18/09/1969,M,M,alexander17@adventure-works.com,2,175 Loeffler Lane,14/05/2013,0-1,USD,60000
20031,302,Devin James,8/11/1969,S,M,devin61@adventure-works.com,2,8794 Gumwood,11/05/2013,2-5,USD,60000
20032,642,Marcus Walker,8/03/1975,S,M,marcus24@adventure-works.com,2,8386 Candelero Place,27/05/2013,2-5,USD,60000
20033,369,Carlos Turner,12/04/1980,M,M,carlos32@adventure-works.com,2,5741 Glen Wood Dr.,9/12/2013,0-1,USD,70000
20034,68,Wyatt Turner,23/04/1974,S,M,wyatt43@adventure-works.com,2,2444 North Ranchford,15/11/2011,2-5,USD,70000
20035,49,Cesar Fernandez,25/02/1974,M,M,cesar15@adventure-works.com,2,9699 Gilardy Drive,26/12/2011,2-5,USD,70000
20036,310,Kate Tang,1/10/1979,M,F,kate3@adventure-works.com,2,6587 B Way,16/01/2013,2-5,USD,70000
20037,336,Alyssa Sanchez,7/09/1973,S,F,alyssa25@adventure-works.com,0,6110 Price Lane,27/01/2013,2-5,USD,70000
20038,348,Taylor Price,20/12/1973,S,F,taylor25@adventure-works.com,0,6871 Thornwood Dr.,31/12/2012,2-5,USD,70000
20039,638,Stephanie Evans,5/10/1968,S,F,stephanie50@adventure-works.com,2,5513 Cortez,18/01/2013,0-1,USD,70000
20040,339,Victoria Rivera,20/12/1968,S,F,victoria34@adventure-works.com,2,9130 San Ramon Road,11/05/2013,0-1,USD,60000
20041,212,Joe Alvarez,24/04/1984,S,M,joe45@adventure-works.com,0,"14, avenue Reille",24/04/2013,2-5,USD,30000
20042,268,Brad Deng,1/11/1979,M,M,brad2@adventure-works.com,1,2732 Frisbie Ct.,31/12/2010,1-2,USD,40000
20043,121,Brent Zheng,22/02/1978,S,M,brent19@adventure-works.com,0,Zollstr 28,25/12/2013,1-2,USD,10000
20044,207,Jillian Rana,23/10/1978,S,F,jillian12@adventure-works.com,0,"88, allée des Princes",11/06/2013,2-5,USD,30000
20045,206,Andres Shen,3/05/1979,M,M,andres1@adventure-works.com,1,"101, avenue de la Gare",3/04/2013,0-1,USD,40000
20046,179,Peter She,4/03/1979,M,M,peter8@adventure-works.com,1,"11, avenue de la Gare",29/05/2013,1-2,USD,40000
20047,219,Ronnie Huang,22/10/1978,M,M,ronnie5@adventure-works.com,1,Attaché de Presse,29/05/2013,1-2,USD,40000
20048,232,Virginia Srini,2/01/1978,S,F,virginia10@adventure-works.com,0,1926 Fish Dr.,2/02/2011,1-2,USD,30000
20049,272,Colleen Chavez,20/12/1976,S,F,colleen38@adventure-works.com,0,6841 Curletto Dr.,5/02/2011,1-2,USD,10000
20050,216,Adriana Prasad,30/08/1977,S,F,adriana10@adventure-works.com,0,879 Megan Dr,1/02/2013,2-5,USD,30000
20051,164,Linda Dominguez,16/10/1983,S,F,linda28@adventure-works.com,1,Lindenalle 8473,13/02/2012,0-1,USD,40000
20052,233,Theodore Ruiz,14/07/1977,S,M,theodore2@adventure-works.com,2,1061 Carzino Ct,13/03/2011,1-2,USD,40000
20053,234,Jessie Yang,15/09/1977,S,M,jessie10@adventure-works.com,2,319 Revision Dr,25/06/2013,0-1,USD,40000
20054,253,Clarence Nara,23/05/1978,S,M,clarence31@adventure-works.com,2,8539 Glaze Dr.,13/03/2011,1-2,USD,40000
20055,259,Ruben Ruiz,30/10/1976,S,M,ruben25@adventure-works.com,0,8885 Alta Vista,26/06/2013,1-2,USD,20000
20056,124,Johnny She,22/05/1977,S,M,johnny1@adventure-works.com,0,Carlsplatz 3046,21/11/2013,0-1,USD,20000
20057,183,Ramon Zhou,14/07/1976,S,M,ramon8@adventure-works.com,0,"11, rue du Puits Dixme",10/09/2013,1-2,USD,20000
20058,240,Roger Liu,6/08/1976,S,M,roger8@adventure-works.com,0,4201 San Carlos,31/05/2013,1-2,USD,20000
20059,220,Madison Washington,5/07/1976,M,F,madison25@adventure-works.com,0,"826, rue de Berri",15/07/2013,1-2,USD,30000
20060,267,Kayla Jackson,6/04/1977,S,F,kayla12@adventure-works.com,0,4684 Frigate Ct.,21/03/2011,2-5,USD,30000
20061,198,Sharon Nath,26/03/1977,S,F,sharon24@adventure-works.com,0,"15, avenue Reille",24/07/2013,2-5,USD,30000
20062,176,Russell Carson,15/03/1977,S,M,russell17@adventure-works.com,0,Celler Weg 1234,29/01/2012,2-5,USD,30000
20063,193,Kristy Ortega,29/11/1975,S,F,kristy20@adventure-works.com,2,"76, avenue de l´ Union Centrale",9/12/2013,0-1,USD,40000
20064,124,Whitney Prasad,3/12/1982,S,F,whitney8@adventure-works.com,2,Heidestieg Straße 6486,18/06/2013,0-1,USD,40000
20065,133,Grant Lal,22/05/1977,M,M,grant10@adventure-works.com,2,Herzogstr 2128,19/12/2013,0-1,USD,40000
20066,626,Marcus White,10/08/1985,S,M,marcus13@adventure-works.com,3,4409 North Ranchford,9/05/2013,1-2,USD,40000
20067,355,Destiny Thompson,8/04/1980,S,F,destiny15@adventure-works.com,3,4423 Bayview Circle,21/05/2013,1-2,USD,40000
20068,347,Alexandria Peterson,22/10/1979,S,F,alexandria28@adventure-works.com,3,7480 Violet Ct,27/05/2013,1-2,USD,40000
20069,369,Jessica Smith,24/01/1980,S,F,jessica47@adventure-works.com,0,9475 Old Oak Drive,1/10/2013,1-2,USD,30000
20070,68,Richard Morris,7/10/1971,M,M,richard99@adventure-works.com,0,1090 El Dorado Way,22/07/2013,0-1,USD,60000
20071,612,Sean Campbell,30/01/1977,M,M,sean38@adventure-works.com,0,6051 Mepham Dr.,3/03/2013,0-1,USD,60000
20072,616,Kaitlyn Martinez,17/10/1971,M,F,kaitlyn40@adventure-works.com,0,7464 Mozden Lane,13/05/2013,1-2,USD,60000
20073,632,Melissa Cooper,2/01/1977,M,F,melissa30@adventure-works.com,0,5025 North Star Dr,8/05/2013,1-2,USD,60000
20074,311,Preston Madan,23/02/1959,S,M,preston6@adventure-works.com,1,1828 Robinson Ave.,16/10/2013,1-2,USD,10000
20075,66,Aaron Allen,15/11/1958,S,M,aaron55@adventure-works.com,1,6695 Black Walnut Court,2/12/2011,1-2,USD,10000
20076,301,Beth Vazquez,15/11/1958,S,F,beth17@adventure-works.com,1,6695 Black Walnut Court,21/11/2013,1-2,USD,10000
20077,312,Aidan Coleman,5/05/1959,M,M,aidan6@adventure-works.com,1,6908 Laguna Circle,1/11/2013,1-2,USD,10000
20078,546,Jose Lee,17/10/1964,M,M,jose65@adventure-works.com,0,6899 Pembroke Dr.,21/11/2013,0-1,USD,20000
20079,536,Alexandra Taylor,3/05/1964,M,F,alexandra72@adventure-works.com,0,4559 Julpum Loop,19/11/2013,0-1,USD,20000
20080,612,Maria Stewart,18/12/1969,M,F,maria1@adventure-works.com,0,14 Delta Road,2/11/2013,1-2,USD,20000
20081,612,Jerry Xie,17/07/1958,M,M,jerry3@adventure-works.com,0,8494 Ryan Rd.,15/10/2013,1-2,USD,20000
20082,59,Caroline Henderson,24/08/1958,S,F,caroline7@adventure-works.com,0,2384 Encinal Place,20/07/2013,1-2,USD,20000
20083,300,Terry Kumar,10/06/1964,M,M,terry11@adventure-works.com,0,233 Heights Ave.,4/11/2013,0-1,USD,20000
20084,69,Alex Stewart,1/08/1969,M,M,alex30@adventure-works.com,0,7539 Santa Fe Court,23/05/2013,0-1,USD,20000
20085,53,Jessica Moore,26/10/1959,M,F,jessica55@adventure-works.com,0,8274 Springvale Court,18/06/2013,0-1,USD,20000
20086,59,Jeremiah Hayes,4/04/1971,M,M,jeremiah38@adventure-works.com,0,8852 Lacorso Dr.,18/03/2013,1-2,USD,20000
20087,62,Seth Gray,10/02/1965,M,M,seth79@adventure-works.com,0,133 Westwood Way,14/06/2013,1-2,USD,20000
20088,618,Jose Lewis,13/01/1965,M,M,jose63@adventure-works.com,0,7500 Sheffield Place,7/06/2013,1-2,USD,20000
20089,635,Luis Powell,3/11/1959,M,M,luis7@adventure-works.com,0,8382 Cinnabar St,17/07/2013,5-10,USD,30000
20090,311,Blake Edwards,19/01/1960,M,M,blake46@adventure-works.com,0,1569 Eagle Ct,28/11/2013,2-5,USD,30000
20091,312,Andrea Parker,13/05/1976,M,F,andrea23@adventure-works.com,0,4659 Cape Cod Way,21/11/2013,2-5,USD,30000
20092,374,Ethan Sharma,19/12/1959,M,M,ethan26@adventure-works.com,0,8564 Red Tree Way,26/05/2013,1-2,USD,40000
20093,374,Megan Clark,9/04/1965,M,F,megan22@adventure-works.com,0,663 Sunset Meadows Ln.,4/05/2013,1-2,USD,40000
20094,300,Lindsey Chande,20/06/1961,M,F,lindsey16@adventure-works.com,0,6133 Balhan Dr.,7/08/2013,0-1,USD,30000
20095,338,Ana Flores,31/03/1961,M,F,ana11@adventure-works.com,0,592 Woodcrest Drive,6/09/2013,0-1,USD,30000
20096,64,Jonathan Lal,31/10/1960,M,M,jonathan27@adventure-works.com,0,6180 Ryan Court,20/07/2013,0-1,USD,30000
20097,339,Brittany Griffin,3/03/1961,M,F,brittany19@adventure-works.com,0,4387 Linden Land,3/05/2013,0-1,USD,40000
20098,316,Alexis Lewis,10/05/1973,M,F,alexis18@adventure-works.com,0,9510 Lakespring Place,19/10/2013,0-1,USD,30000
20099,302,Devon Xie,1/10/1961,M,M,devon2@adventure-works.com,0,2614 Sandiago Drive,1/09/2013,0-1,USD,30000
20100,337,Jesse Watson,24/09/1961,S,M,jesse0@adventure-works.com,0,1283 Teakwood Court,19/12/2013,1-2,USD,30000
20101,546,Devin Hayes,22/01/1967,M,M,devin60@adventure-works.com,0,5171 Polk St.,13/11/2013,1-2,USD,30000
20102,635,Arianna Jenkins,31/10/1961,M,F,arianna7@adventure-works.com,0,7072 Meadow Lane,14/09/2013,1-2,USD,30000
20103,51,William Robinson,13/06/1962,M,M,william13@adventure-works.com,0,6999 Yosemite Circle,4/05/2013,0-1,USD,40000
20104,49,Louis Xu,22/02/1963,M,M,louis6@adventure-works.com,0,5039 Keywood Ct.,12/02/2013,1-2,USD,30000
20105,331,Alexis Taylor,23/02/1963,M,F,alexis8@adventure-works.com,0,5960 Springfield Drive,20/08/2013,0-1,USD,30000
20106,53,Amber Hall,21/03/1963,M,F,amber22@adventure-works.com,0,9355 Armstrong Rd.,30/04/2013,0-1,USD,30000
20107,635,Danielle Morris,5/09/1962,M,F,danielle21@adventure-works.com,0,3165 Fountain Rd.,24/07/2013,0-1,USD,40000
20108,612,Glenn Gao,2/11/1969,M,M,glenn16@adventure-works.com,0,9784 Vine Lane,3/05/2013,1-2,USD,40000
20109,345,Katelyn Stewart,31/12/1963,S,F,katelyn25@adventure-works.com,0,4407 Mildred Ln.,17/05/2013,1-2,USD,40000
20110,385,Austin Perry,23/07/1963,M,M,austin3@adventure-works.com,0,4590 Mori Court,30/05/2013,1-2,USD,40000
20111,301,Brittney Zhu,19/03/1964,M,F,brittney13@adventure-works.com,0,7906 Clayburn Road,3/06/2013,1-2,USD,40000
20112,374,Shelby James,11/12/1963,S,F,shelby8@adventure-works.com,0,4991 Lindenwood Drive,20/10/2013,1-2,USD,80000
20113,632,Christina Murphy,22/11/1963,M,F,christina13@adventure-works.com,0,7618 Rogers Lane,27/10/2013,0-1,USD,80000
20114,635,Joseph Thompson,2/01/1964,M,M,joseph22@adventure-works.com,0,6307 Grenadine Way,31/05/2013,1-2,USD,80000
20115,335,Megan Jones,11/07/1964,M,F,megan6@adventure-works.com,0,3717 Via Cordona,3/03/2013,0-1,USD,40000
20116,307,Hannah Bryant,23/07/1964,M,F,hannah39@adventure-works.com,0,8454 Monti Circle,4/03/2013,1-2,USD,60000
20117,547,Brandon Jenkins,7/11/1977,M,M,brandon4@adventure-works.com,0,852 Ravenwood Drive,26/03/2013,0-1,USD,50000
20118,372,Jacqueline Henderson,10/02/1978,M,F,jacqueline5@adventure-works.com,0,1512 Birch Bark Dr,21/06/2013,1-2,USD,50000
20119,614,Carlos Hernandez,24/09/1978,M,M,carlos48@adventure-works.com,0,6598 Lorie Ln.,4/10/2013,0-1,USD,40000
20120,635,Fernando Hughes,2/01/1979,S,M,fernando54@adventure-works.com,0,2801 San Ramon Road,9/04/2013,1-2,USD,40000
20121,548,Dylan Butler,1/01/1979,M,M,dylan13@adventure-works.com,0,2590 Wesley Court,18/03/2013,0-1,USD,40000
20122,315,Jeremy Bailey,6/05/1979,M,M,jeremy44@adventure-works.com,0,4584 Hamiliton Ave.,12/11/2013,1-2,USD,40000
20123,326,Aaron Gonzalez,3/10/1978,M,M,aaron41@adventure-works.com,0,1431 Semillon Circle,10/10/2013,1-2,USD,40000
20124,355,Natalie Coleman,13/03/1979,M,F,natalie28@adventure-works.com,0,5300 Turning Dr.,8/06/2013,0-1,USD,40000
20125,623,Natalie Clark,19/03/1977,M,F,natalie86@adventure-works.com,0,1228 Francine Court,29/05/2013,1-2,USD,60000
20126,368,Seth Carter,15/04/1977,M,M,seth37@adventure-works.com,0,6630 Cook Pk.,9/01/2014,1-2,USD,60000
20127,539,Carlos Sanders,16/08/1976,M,M,carlos5@adventure-works.com,0,4179 Green St.,12/04/2013,1-2,USD,60000
20128,553,Ian Miller,12/10/1976,M,M,ian7@adventure-works.com,0,6076 Citrus Ave,11/07/2013,0-1,USD,60000
20129,536,Nicole Stewart,17/04/1977,S,F,nicole25@adventure-works.com,0,2341 Lindley Ct,4/04/2013,1-2,USD,60000
20130,50,Jordan Nelson,17/02/1977,M,M,jordan63@adventure-works.com,0,9218 Old Mt. View Drive,31/01/2013,0-1,USD,60000
20131,217,Carolyn Gutierrez,10/08/1969,M,F,carolyn31@adventure-works.com,0,"13, boulevard d´Albi",26/12/2013,0-1,USD,10000
20132,126,Jenny Shen,5/02/1968,M,F,jenny26@adventure-works.com,0,Erlenweg 9794,10/06/2013,0-1,USD,10000
20133,255,Jorge Li,6/10/1973,M,M,jorge4@adventure-works.com,0,3769 Loma Linda,4/07/2013,0-1,USD,20000
20134,259,Franklin Zhao,9/07/1967,M,M,franklin10@adventure-works.com,0,882 South St.,26/01/2014,0-1,USD,20000
20135,121,Grace Price,3/12/1966,M,F,grace47@adventure-works.com,0,Werftstr 55434,1/07/2013,0-1,USD,10000
20136,277,Bonnie Kennedy,9/12/1972,M,F,bonnie13@adventure-works.com,0,6158 May Way,4/01/2014,0-1,USD,10000
20137,135,Jarrod Fernandez,8/11/1966,M,M,jarrod15@adventure-works.com,0,Hüttenstr 6114,6/12/2013,0-1,USD,10000
20138,128,Kendra Moreno,18/12/1940,M,F,kendra6@adventure-works.com,0,Pascalstr 9,6/02/2013,0-1,USD,20000
20139,369,Connor Wright,7/08/1984,M,M,connor48@adventure-works.com,0,4592 Hill Drive,4/05/2013,0-1,USD,10000
20140,144,Joe Navarro,6/03/1964,M,M,joe33@adventure-works.com,0,Auf der Krone 93,4/05/2013,0-1,USD,10000
20141,186,Angelica Flores,10/06/1964,M,F,angelica12@adventure-works.com,0,6662 Torino Court,8/11/2013,0-1,USD,20000
20142,215,Lydia Lopez,6/05/1962,M,F,lydia15@adventure-works.com,0,"52, route de Marseille",31/01/2013,0-1,USD,10000
20143,128,Jimmy Suarez,31/03/1962,M,M,jimmy23@adventure-works.com,0,Königsteiner Straße 950,28/07/2013,0-1,USD,10000
20144,173,Roger Lin,21/12/1961,M,M,roger12@adventure-works.com,0,Am Gallberg 35,29/12/2013,0-1,USD,10000
20145,207,Fernando Lee,19/04/1971,M,M,fernando20@adventure-works.com,0,"63, allée des Princes",12/07/2013,0-1,USD,10000
20146,190,Mackenzie Hall,25/04/1951,M,F,mackenzie43@adventure-works.com,0,"5757, impasse Notre-Dame",15/02/2013,2-5,USD,10000
20147,230,Tabitha Ramos,8/01/1947,M,F,tabitha38@adventure-works.com,0,1645 Alicante Court,19/06/2013,0-1,USD,30000
20148,189,Terry Nath,18/12/1947,M,M,terry21@adventure-works.com,0,"333, rue de la Cavalerie",16/03/2013,0-1,USD,10000
20149,228,Heidi Arun,1/04/1948,M,F,heidi9@adventure-works.com,0,8605 Flamingo Dr,27/03/2011,0-1,USD,30000
20150,279,Gary Rubio,18/06/1948,M,M,gary30@adventure-works.com,0,6532 Pinecrest Rd,27/04/2011,0-1,USD,40000
20151,33,Jamie Guo,5/04/1986,M,F,jamie21@adventure-works.com,0,5636 Barcelona,1/10/2011,2-5,USD,10000
20152,40,Rafael She,5/01/1986,M,M,rafael23@adventure-works.com,0,5931 San Carlos,13/10/2011,2-5,USD,10000
20153,34,Diane Sanz,21/11/1984,M,F,diane25@adventure-works.com,0,5033 N. 8th St.,30/07/2013,0-1,USD,10000
20154,8,Raul Luo,1/04/1984,S,M,raul6@adventure-works.com,0,6253 Panorama Dr.,4/10/2011,0-1,USD,10000
20155,6,Jay Fernandez,6/04/1983,M,M,jay22@adventure-works.com,0,6589 Viewpoint Ct,29/06/2013,2-5,USD,10000
20156,39,Jay Madan,17/10/1982,S,M,jay14@adventure-works.com,0,5868 Clayton Road,22/10/2011,0-1,USD,10000
20157,2,Riley Reed,9/04/1983,M,F,riley39@adventure-works.com,0,615 Patterson Blvd.,7/10/2011,0-1,USD,10000
20158,35,Rodney Blanco,28/08/1984,S,M,rodney11@adventure-works.com,1,2012 Reisling Court,1/10/2011,2-5,USD,10000
20159,8,Ernest Zhu,1/12/1984,M,M,ernest14@adventure-works.com,0,2665 Escobar,13/10/2011,0-1,USD,20000
20160,32,George Garcia,8/05/1984,S,M,george21@adventure-works.com,0,4760 Bryce Dr.,29/09/2011,0-1,USD,20000
20161,225,Albert Sanz,16/06/1954,S,M,albert20@adventure-works.com,0,"87, rue de la Comédie",26/06/2013,1-2,USD,20000
20162,155,Kelsey Nath,2/03/1949,M,F,kelsey17@adventure-works.com,0,Moritzstr 5,12/02/2012,0-1,USD,20000
20163,166,Krystal Zhang,29/10/1948,M,F,krystal0@adventure-works.com,0,Kappellweg 222,29/03/2012,1-2,USD,20000
20164,242,Carol Ann Rockne,11/01/1949,M,M,carolann0@adventure-works.com,0,1312 Skycrest Drive,26/04/2011,0-1,USD,30000
20165,266,Kristina Mehta,20/09/1948,M,F,kristina14@adventure-works.com,0,2581 Bentley Ct,4/04/2011,0-1,USD,30000
20166,118,Monique Gutierrez,24/03/1967,S,F,monique7@adventure-works.com,0,Herzogstr 29908,13/03/2012,0-1,USD,30000
20167,248,Joe Serrano,8/01/1972,S,M,joe40@adventure-works.com,0,7514 Laguna St.,7/05/2011,0-1,USD,30000
20168,126,Jessie Serrano,31/01/1966,M,F,jessie35@adventure-works.com,1,Am Grossen Dern 4983,31/12/2013,2-5,USD,10000
20169,175,Garrett Gray,25/03/1966,S,M,garrett11@adventure-works.com,1,Höhenstr 6466,25/01/2014,1-2,USD,20000
20170,264,Jerome Martin,20/12/1965,M,M,jerome0@adventure-works.com,0,7370 Mission Drive,14/05/2011,0-1,USD,30000
20171,133,Bailey King,25/03/1965,M,F,bailey39@adventure-works.com,0,Marketplatz 5492,17/03/2012,0-1,USD,20000
20172,263,Kelli Gao,13/11/1970,S,F,kelli16@adventure-works.com,0,1619 Mills Dr.,20/05/2011,0-1,USD,30000
20173,247,Dennis Zhao,1/05/1981,M,M,dennis12@adventure-works.com,1,2676 Santa Fe Street,20/06/2011,1-2,USD,40000
20174,140,Douglas Gonzalez,17/10/1978,M,M,douglas22@adventure-works.com,0,Potsdamer Straße 993,16/10/2013,0-1,USD,20000
20175,183,Alisha Lu,1/10/1979,S,F,alisha11@adventure-works.com,0,"8184, rue Malar",9/07/2013,2-5,USD,30000
20176,127,Antonio Alexander,5/06/1986,S,M,antonio19@adventure-works.com,0,Parise Straße 155,1/10/2013,1-2,USD,20000
